x_m y_m sigma_xx_Pa sigma_xy_Pa sigma_yy_Pa von_mises_Pa sigma_max_principal_Pa sigma_min_principal_Pa sigma_tension_Pa sigma_comp_mag_Pa
-1.2877078340e-05 1.3029460123e-04 -3.7264270570e+01 -1.0064996502e+00 -3.2011019144e+01 4.7655432247e+00 -3.1886257193e+01 -3.7389032521e+01 1.1116555800e-08 3.7389032521e+01
-1.5352225268e-05 1.3012321823e-04 -3.6203597101e+01 -6.8783239235e-01 -3.1921498687e+01 3.7591321866e+00 -3.1892211914e+01 -3.6232883874e+01 -3.6660382411e-10 3.6232883874e+01
-1.7834711508e-05 1.2995019480e-04 -3.5150238289e+01 -3.7502305940e-01 -3.1837790431e+01 2.7062640323e+00 -3.1931552092e+01 -3.5056476627e+01 -1.2657019894e-08 3.5056476627e+01
-2.0324478089e-05 1.2977508092e-04 -3.4107522748e+01 -7.1701791537e-02 -3.1761873322e+01 1.6168122008e+00 -3.2001231075e+01 -3.3868164994e+01 -2.9127383677e-08 3.3868164994e+01
-2.2821430157e-05 1.2959747880e-04 -3.3081095512e+01 2.2027119450e-01 -3.1692437815e+01 3.5176860461e-01 -3.2183672965e+01 -3.2589860362e+01 -4.5445896720e-08 3.2589860362e+01
-2.5325418803e-05 1.2941701754e-04 -3.2074644313e+01 5.0308567689e-01 -3.1627545940e+01 3.0646045643e-01 -3.1674160100e+01 -3.2028030154e+01 -5.7290118800e-08 3.2028030154e+01
-2.7836307071e-05 1.2923335352e-04 -3.1087109732e+01 7.7809319827e-01 -3.1566606106e+01 1.1164469768e+00 -3.0682276957e+01 -3.1971438882e+01 -6.0725875694e-08 3.1971438882e+01
-3.0353938731e-05 1.2904615519e-04 -3.0121130184e+01 1.0456690844e+00 -3.1509175713e+01 2.0062502530e+00 -2.9656843825e+01 -3.1973462072e+01 -5.6979736831e-08 3.1973462072e+01
-3.2878156875e-05 1.2885510675e-04 -2.9176460812e+01 1.3078625730e+00 -3.1454448924e+01 2.8918868929e+00 -2.8645823192e+01 -3.1985086544e+01 -4.6233002636e-08 3.1985086544e+01
-3.5408807514e-05 1.2865990735e-04 -2.8252867400e+01 1.5643145289e+00 -3.1401636707e+01 3.7606393103e+00 -2.7656045935e+01 -3.1998458172e+01 -2.5183113085e-08 3.1998458172e+01
-3.7945721996e-05 1.2846026720e-04 -2.7350233421e+01 1.8172102149e+00 -3.1351089930e+01 4.6217916570e+00 -2.6682269018e+01 -3.2019054333e+01 1.2413084426e-08 3.2019054333e+01
-4.0488758579e-05 1.2825591709e-04 -2.6469181755e+01 2.0649235776e+00 -3.1302453246e+01 5.4613809614e+00 -2.5732687733e+01 -3.2038947269e+01 6.4352606080e-08 3.2038947269e+01
-4.3037734244e-05 1.2804660165e-04 -2.5612399460e+01 2.3103699249e+00 -3.1254321565e+01 6.2736792891e+00 -2.4811250086e+01 -3.2055470939e+01 1.2989518322e-07 3.2055470939e+01
-4.5592495951e-05 1.2783207147e-04 -2.4775329811e+01 2.5521842187e+00 -3.1207493240e+01 7.0772681278e+00 -2.3905348867e+01 -3.2077474184e+01 1.8380047033e-07 3.2077474184e+01
-4.8152875507e-05 1.2761208688e-04 -2.3960036456e+01 2.7917666486e+00 -3.1161131475e+01 7.8629492232e+00 -2.3020908115e+01 -3.2100259816e+01 2.1336472219e-07 3.2100259816e+01
-5.0718712570e-05 1.2738641402e-04 -2.3166793056e+01 3.0289012020e+00 -3.1115757906e+01 8.6307416696e+00 -2.2158314455e+01 -3.2124236508e+01 2.0598305199e-07 3.2124236508e+01
-5.3289838431e-05 1.2715483988e-04 -2.2395519976e+01 3.2643726484e+00 -3.1070089299e+01 9.3791400384e+00 -2.1317755612e+01 -3.2147853664e+01 1.5944336856e-07 3.2147853664e+01
-5.5866089200e-05 1.2691715318e-04 -2.1645640395e+01 3.4985949947e+00 -3.1025003979e+01 1.0114514044e+01 -2.0495704781e+01 -3.2174939593e+01 1.5923637724e-07 3.2174939593e+01
-5.8447303866e-05 1.2667315695e-04 -2.0917845142e+01 3.7309444170e+00 -3.0979705745e+01 1.0830767508e+01 -1.9695628907e+01 -3.2201921980e+01 -3.3739931763e-07 3.2201921980e+01
-6.1033315875e-05 1.2642265531e-04 -2.0213046973e+01 3.9616109841e+00 -3.0934357120e+01 1.1523864004e+01 -1.8920396062e+01 -3.2227008032e+01 4.0120468828e-07 3.2227008032e+01
-6.3623932024e-05 1.2616546496e-04 -1.9528262221e+01 4.1946824694e+00 -3.0887948635e+01 1.2210272132e+01 -1.8158501526e+01 -3.2257709330e+01 2.0532964415e-06 3.2257709330e+01
-6.6219033601e-05 1.2590139589e-04 -1.8862776685e+01 4.4250238488e+00 -3.0841979259e+01 1.2886282902e+01 -1.7412479070e+01 -3.2292276874e+01 2.4482810437e-06 3.2292276874e+01
-6.8818430111e-05 1.2563029008e-04 -1.8220329205e+01 4.6547371092e+00 -3.0794975835e+01 1.3537867652e+01 -1.6691560987e+01 -3.2323744053e+01 2.5533400290e-06 3.2323744053e+01
-7.1421961317e-05 1.2535198501e-04 -1.7598971362e+01 4.8854826824e+00 -3.0746775252e+01 1.4175628582e+01 -1.5988570329e+01 -3.2357176284e+01 2.2048914921e-06 3.2357176284e+01
-7.4029463669e-05 1.2506631438e-04 -1.6998480854e+01 5.1159045279e+00 -3.0697871565e+01 1.4798625936e+01 -1.5304185541e+01 -3.2392166877e+01 1.6468119731e-06 3.2392166877e+01
-7.6640773024e-05 1.2477312248e-04 -1.6417259053e+01 5.3465916434e+00 -3.0647879928e+01 1.5409074980e+01 -1.4636135903e+01 -3.2429003079e+01 -7.0912362231e-07 3.2429003079e+01
-7.9255749123e-05 1.2447225978e-04 -1.5859336240e+01 5.5757485151e+00 -3.0596862639e+01 1.5995436155e+01 -1.3993130070e+01 -3.2463068809e+01 1.2868038673e-06 3.2463068809e+01
-8.1874176222e-05 1.2416359524e-04 -1.5321989062e+01 5.8081385935e+00 -3.0543413276e+01 1.6571011917e+01 -1.3365422978e+01 -3.2499979360e+01 1.0404270799e-05 3.2499979360e+01
-8.4495945222e-05 1.2384697977e-04 -1.4800772923e+01 6.0386129220e+00 -3.0489667560e+01 1.7139326433e+01 -1.2749825512e+01 -3.2540614971e+01 1.8936094074e-05 3.2540614971e+01
-8.7120877273e-05 1.2352228441e-04 -1.4301329822e+01 6.2701306794e+00 -3.0434178436e+01 1.7689285252e+01 -1.2154840527e+01 -3.2580667730e+01 2.8505463245e-05 3.2580667730e+01
-8.9748813086e-05 1.2318937437e-04 -1.3821603778e+01 6.5019223340e+00 -3.0377112209e+01 1.8225667300e+01 -1.1576764071e+01 -3.2621951915e+01 2.8275075885e-05 3.2621951915e+01
-9.2379596189e-05 1.2284812421e-04 -1.3361589129e+01 6.7338940231e+00 -3.0317944806e+01 1.8747100663e+01 -1.1016123353e+01 -3.2663410582e+01 5.3352520222e-05 3.2663410582e+01
-9.5013067761e-05 1.2249841207e-04 -1.2921523484e+01 6.9669074589e+00 -3.0257015135e+01 1.9254859199e+01 -1.0472471168e+01 -3.2706067451e+01 -2.8400527100e-05 3.2706067451e+01
-9.7649060303e-05 1.2214012428e-04 -1.2498433991e+01 7.2017385679e+00 -3.0194518833e+01 1.9754996443e+01 -9.9409238976e+00 -3.2752028926e+01 -6.7576345447e-05 3.2752028926e+01
-1.0028745015e-04 1.2177314276e-04 -1.2095522949e+01 7.4332409136e+00 -3.0129921824e+01 2.0237328623e+01 -9.4286952584e+00 -3.2796749515e+01 -6.9421517393e-05 3.2796749515e+01
-1.0292803475e-04 1.2139735857e-04 -1.1710661590e+01 7.6698630579e+00 -3.0062769283e+01 2.0710416277e+01 -8.9295510238e+00 -3.2843879849e+01 -9.2159427997e-05 3.2843879849e+01
-1.0557071216e-04 1.2101265277e-04 -1.1344870415e+01 7.9030024385e+00 -2.9994088436e+01 2.1168080011e+01 -8.4480827329e+00 -3.2890876118e+01 2.7795406302e-05 3.2890876118e+01
-1.0821527723e-04 1.2061892979e-04 -1.0998439843e+01 8.1400132059e+00 -2.9921713443e+01 2.1613635573e+01 -7.9814383269e+00 -3.2938714959e+01 2.6604162186e-05 3.2938714959e+01
-1.1086161434e-04 1.2021608131e-04 -1.0667822750e+01 8.3755521086e+00 -2.9847822457e+01 2.2050184694e+01 -7.5271425342e+00 -3.2988502672e+01 -5.1614057653e-05 3.2988502672e+01
-1.1350956046e-04 1.1980400886e-04 -1.0357056008e+01 8.6116685599e+00 -2.9771469668e+01 2.2472271106e+01 -7.0898910656e+00 -3.3038634610e+01 -1.2549826105e-04 3.3038634610e+01
-1.1615895626e-04 1.1938261391e-04 -1.0063515346e+01 8.8494676417e+00 -2.9692135504e+01 2.2884638057e+01 -6.6653734827e+00 -3.3090277368e+01 -3.9724191902e-05 3.3090277368e+01
-1.1880966080e-04 1.1895179447e-04 -9.7871136927e+00 9.0868679253e+00 -2.9610446912e+01 2.3286568889e+01 -6.2542734856e+00 -3.3143287119e+01 2.2205648978e-04 3.3143287119e+01
-1.2146151686e-04 1.1851145840e-04 -9.5274458119e+00 9.3251199056e+00 -2.9525677935e+01 2.3678194474e+01 -5.8559499200e+00 -3.3197173827e+01 2.3098172358e-04 3.3197173827e+01
-1.2411438320e-04 1.1806151440e-04 -9.2849505339e+00 9.5635349876e+00 -2.9438117103e+01 2.4059265585e+01 -5.4709103565e+00 -3.3252157281e+01 -3.1106918627e-04 3.3252157281e+01
-1.2676810859e-04 1.1760187426e-04 -9.0597040271e+00 9.8021719806e+00 -2.9348057155e+01 2.4429877008e+01 -5.0992845244e+00 -3.3308476658e+01 -6.1277863370e-04 3.3308476658e+01
-1.2942254431e-04 1.1713245407e-04 -8.8520621013e+00 1.0040729794e+01 -2.9254049572e+01 2.4788806524e+01 -4.7412317168e+00 -3.3364879957e+01 2.6085279137e-03 3.3364879956e+01
-1.3207752847e-04 1.1665315240e-04 -8.6587568635e+00 1.0281421750e+01 -2.9157071782e+01 2.5142207235e+01 -4.3920542079e+00 -3.3423774438e+01 8.2589555059e-03 3.3423774438e+01
-1.3473295175e-04 1.1616387700e-04 -8.4836045137e+00 1.0519196431e+01 -2.9058335165e+01 2.5482438772e+01 -4.0586769546e+00 -3.3483262724e+01 -5.6776299995e-03 3.3483262724e+01
-1.3738862659e-04 1.1566457092e-04 -8.3242572885e+00 1.0759914530e+01 -2.8953208717e+01 2.5813475731e+01 -3.7353158408e+00 -3.3542150165e+01 -2.3405778100e-02 3.3542150165e+01
-1.4004443785e-04 1.1515513117e-04 -8.1814263270e+00 1.0999297876e+01 -2.8846451555e+01 2.6136204102e+01 -3.4241944667e+00 -3.3603683415e+01 -1.0385948228e-02 3.3603683415e+01
-1.4270021607e-04 1.1463547812e-04 -8.0547662262e+00 1.1239306749e+01 -2.8737011753e+01 2.6450841492e+01 -3.1244885338e+00 -3.3667289445e+01 2.1155366750e-02 3.3667289445e+01
-1.4535583494e-04 1.1410553491e-04 -7.9417855435e+00 1.1478746448e+01 -2.8622320749e+01 2.6756812127e+01 -2.8340004621e+00 -3.3730105830e+01 2.4788574325e-02 3.3730105830e+01
-1.4801114719e-04 1.1356521776e-04 -7.8480238491e+00 1.1718016120e+01 -2.8503862455e+01 2.7051059919e+01 -2.5580064259e+00 -3.3793879878e+01 4.6566222290e-02 3.3793879878e+01
-1.5066597649e-04 1.1301444741e-04 -7.7671965182e+00 1.1958962861e+01 -2.8382301387e+01 2.7342480348e+01 -2.2885605633e+00 -3.3860937341e+01 8.1702914209e-02 3.3860937341e+01
-1.5332023340e-04 1.1245315092e-04 -7.6979668022e+00 1.2197649432e+01 -2.8256575604e+01 2.7627313630e+01 -2.0266342420e+00 -3.3927908164e+01 7.0574676847e-02 3.3927908164e+01
-1.5597375227e-04 1.1188124802e-04 -7.6493952767e+00 1.2435578595e+01 -2.8127095594e+01 2.7898515668e+01 -1.7810299043e+00 -3.3995460967e+01 1.0310183407e-02 3.3995460967e+01
-1.5862635780e-04 1.1129865717e-04 -7.6154634221e+00 1.2675667438e+01 -2.7992759526e+01 2.8165093650e+01 -1.5429870734e+00 -3.4065235875e+01 -3.9493076903e-02 3.4065235875e+01
-1.6127794756e-04 1.1070531009e-04 -7.5939267816e+00 1.2912818819e+01 -2.7854239543e+01 2.8424426513e+01 -1.3132328635e+00 -3.4134933461e+01 -1.0361626308e-01 3.4134933461e+01
-1.6392835786e-04 1.1010113541e-04 -7.5885075005e+00 1.3150523836e+01 -2.7711216237e+01 2.8676653073e+01 -1.0933884975e+00 -3.4206335240e+01 -2.3419977711e-01 3.4206335240e+01
-1.6657744660e-04 1.0948605914e-04 -7.5972154675e+00 1.3387491680e+01 -2.7563838203e+01 2.8922781240e+01 -8.8195130062e-01 -3.4279102370e+01 -2.9204769955e-01 3.4279102370e+01
-1.6922507536e-04 1.0886000198e-04 -7.6200973490e+00 1.3623523453e+01 -2.7411730001e+01 2.9162224839e+01 -6.7909531416e-01 -3.4352732036e+01 -2.8038758167e-01 3.4352732036e+01
-1.7187109371e-04 1.0822289061e-04 -7.6574005456e+00 1.3858737315e+01 -2.7254729404e+01 2.9395195084e+01 -4.8474118037e-01 -3.4427388769e+01 -2.5330920359e-01 3.4427388769e+01
-1.7451536485e-04 1.0757465716e-04 -7.7112807499e+00 1.4092830652e+01 -2.7092706976e+01 2.9620211460e+01 -3.0075680331e-01 -3.4503230923e+01 -2.4859467337e-01 3.4503230923e+01
-1.7715771818e-04 1.0691524158e-04 -7.7768660525e+00 1.4327392915e+01 -2.6925195496e+01 2.9842894934e+01 -1.2122735047e-01 -3.4580834198e+01 -1.2864752371e-01 3.4580834198e+01
-1.7979805731e-04 1.0624456059e-04 -7.8541079859e+00 1.4559004158e+01 -2.6753550490e+01 3.0060767335e+01 5.1762874649e-02 -3.4659421351e+01 5.2459876073e-02 3.4659421351e+01
-1.8243621464e-04 1.0556254690e-04 -7.9462986255e+00 1.4790988854e+01 -2.6575972254e+01 3.0272982033e+01 2.1697888615e-01 -3.4739249766e+01 2.1698010608e-01 3.4739249766e+01
-1.8507206310e-04 1.0486912606e-04 -8.0483825933e+00 1.5021635014e+01 -2.6393190424e+01 3.0482236954e+01 3.7814120196e-01 -3.4819714220e+01 3.7812060208e-01 3.4819714220e+01
-1.8770547751e-04 1.0416423044e-04 -8.1645627389e+00 1.5248671846e+01 -2.6206271986e+01 3.0684055282e+01 5.3003021399e-01 -3.4900864939e+01 5.3003517606e-01 3.4900864939e+01
-1.9033629332e-04 1.0344782053e-04 -8.2947304726e+00 1.5473222838e+01 -2.6013575288e+01 3.0879377085e+01 6.7406379194e-01 -3.4982369553e+01 6.7406320108e-01 3.4982369553e+01
-1.9296436380e-04 1.0271983077e-04 -8.4387476111e+00 1.5694185697e+01 -2.5815426758e+01 3.1067747038e+01 8.0988493067e-01 -3.5064059300e+01 8.0988488092e-01 3.5064059300e+01
-1.9558952671e-04 1.0198019884e-04 -8.6017279647e+00 1.5912780907e+01 -2.5611345748e+01 3.1247647238e+01 9.3430068839e-01 -3.5147374401e+01 9.3430071679e-01 3.5147374401e+01
-1.9821159608e-04 1.0122888038e-04 -8.7742330740e+00 1.6130986735e+01 -2.5399255080e+01 3.1426630494e+01 1.0574294985e+00 -3.5230917653e+01 1.0574294889e+00 3.5230917653e+01
-2.0083048313e-04 1.0046580159e-04 -8.9574209333e+00 1.6343647076e+01 -2.5183146957e+01 3.1600927875e+01 1.1745202701e+00 -3.5315088162e+01 1.1745202723e+00 3.5315088160e+01
-2.0344599966e-04 9.9690933965e-05 -9.1568022957e+00 1.6553835968e+01 -2.4960506966e+01 3.1768191701e+01 1.2827194003e+00 -3.5400028655e+01 1.2827193982e+00 3.5400028662e+01
-2.0605799203e-04 9.8904225302e-05 -9.3677240817e+00 1.6760683221e+01 -2.4730658208e+01 3.1930908570e+01 1.3861275133e+00 -3.5484509802e+01 1.3861275132e+00 3.5484509803e+01
-2.0866631740e-04 9.8105624990e-05 -9.5957333696e+00 1.6962117445e+01 -2.4494882739e+01 3.2084630911e+01 1.4787622411e+00 -3.5569378346e+01 1.4787622398e+00 3.5569378351e+01
-2.1127077485e-04 9.7295097495e-05 -9.8319445365e+00 1.7162471716e+01 -2.4250089285e+01 3.2238152847e+01 1.5716893133e+00 -3.5653723136e+01 1.5716893136e+00 3.5653723134e+01
-2.1387127975e-04 9.6472611538e-05 -1.0084040659e+01 1.7352121833e+01 -2.4002786087e+01 3.2379310001e+01 1.6507899722e+00 -3.5737616718e+01 1.6507899722e+00 3.5737616718e+01
-2.1646757775e-04 9.5638165400e-05 -1.0349766724e+01 1.7540423369e+01 -2.3743123428e+01 3.2515503766e+01 1.7263897766e+00 -3.5819279928e+01 1.7263897766e+00 3.5819279928e+01
-2.1905954942e-04 9.4791709829e-05 -1.0629287779e+01 1.7719360412e+01 -2.3479120657e+01 3.2642501378e+01 1.7919527392e+00 -3.5900361175e+01 1.7919527392e+00 3.5900361175e+01
-2.2164698886e-04 9.3933247868e-05 -1.0924501012e+01 1.7890829309e+01 -2.3206967492e+01 3.2758611845e+01 1.8474591153e+00 -3.5978927619e+01 1.8474591153e+00 3.5978927619e+01
-2.2422968957e-04 9.3062788790e-05 -1.1236649572e+01 1.8052513008e+01 -2.2926628933e+01 3.2861522678e+01 1.8909697113e+00 -3.6054248216e+01 1.8909697113e+00 3.6054248216e+01
-2.2680745661e-04 9.2180359568e-05 -1.1563790991e+01 1.8202961738e+01 -2.2637561911e+01 3.2949875232e+01 1.9229428839e+00 -3.6124295786e+01 1.9229428839e+00 3.6124295786e+01
-2.2938003614e-04 9.1285973891e-05 -1.1912384799e+01 1.8338374029e+01 -2.2339845594e+01 3.3016685237e+01 1.9360769130e+00 -3.6188307306e+01 1.9360769130e+00 3.6188307306e+01
-2.3194715107e-04 9.0379676871e-05 -1.2281708328e+01 1.8454093210e+01 -2.2031149787e+01 3.3054654271e+01 1.9276844837e+00 -3.6240542599e+01 1.9276844837e+00 3.6240542599e+01
-2.3450844238e-04 8.9461511252e-05 -1.2698141355e+01 1.8536968725e+01 -2.1716331310e+01 3.3037158257e+01 1.8667758804e+00 -3.6281248546e+01 1.8667758804e+00 3.6281248546e+01
-2.3706322136e-04 8.8531638543e-05 -1.3179447125e+01 1.8581234634e+01 -2.1377149395e+01 3.2949795249e+01 1.7452748967e+00 -3.6301871417e+01 1.7452748967e+00 3.6301871417e+01
-2.3961053280e-04 8.7589945766e-05 -1.3790772624e+01 1.8580845472e+01 -2.1018961961e+01 3.2780824661e+01 1.5211506502e+00 -3.6330885235e+01 1.5211506502e+00 3.6330885235e+01
-2.4214836302e-04 8.6636449364e-05 -1.4813909352e+01 1.8585501322e+01 -2.0606973497e+01 3.2567710777e+01 1.0925351597e+00 -3.6513418009e+01 1.0925351597e+00 3.6513418009e+01
-2.4467499772e-04 8.5671012876e-05 -1.6002748071e+01 1.8773072067e+01 -2.0190445027e+01 3.2707049838e+01 7.8682747986e-01 -3.6980020577e+01 7.8682747986e-01 3.6980020577e+01
-2.4719223137e-04 8.4694156131e-05 -1.6819614697e+01 1.9247138699e+01 -1.9611405246e+01 3.3403855939e+01 1.0702152468e+00 -3.7501235190e+01 1.0702152468e+00 3.7501235190e+01
-2.4970392995e-04 8.3705265934e-05 -1.7173335901e+01 1.9844625133e+01 -1.8960668636e+01 3.4386245040e+01 1.7859055619e+00 -3.7919910098e+01 1.7859055619e+00 3.7919910098e+01
-2.5221293430e-04 8.2703438425e-05 -1.7192212339e+01 2.0395833697e+01 -1.8370539517e+01 3.5321206323e+01 2.6113320511e+00 -3.8174083907e+01 2.6113320511e+00 3.8174083907e+01
-2.5472007158e-04 8.1688591038e-05 -1.7171514274e+01 2.0788045239e+01 -1.7874338644e+01 3.5993129340e+01 3.2577164541e+00 -3.8303569372e+01 3.2577164541e+00 3.8303569372e+01
-2.5722424693e-04 8.0661371047e-05 -1.7258452419e+01 2.1069004985e+01 -1.7404149429e+01 3.6478242555e+01 3.7294222346e+00 -3.8392024082e+01 3.7294222346e+00 3.8392024082e+01
-2.5972449939e-04 7.9622140921e-05 -1.7449419474e+01 2.1293272744e+01 -1.6944981777e+01 3.6871871893e+01 4.0907845374e+00 -3.8485185788e+01 4.0907845374e+00 3.8485185788e+01
-2.6222012595e-04 7.8571389467e-05 -1.7694205319e+01 2.1510188184e+01 -1.6461304900e+01 3.7253339417e+01 4.4304704314e+00 -3.8585980650e+01 4.4304704314e+00 3.8585980650e+01
-2.6471094497e-04 7.7509507223e-05 -1.7960588215e+01 2.1713341696e+01 -1.5972441565e+01 3.7629071274e+01 4.7586395392e+00 -3.8691669319e+01 4.7586395392e+00 3.8691669319e+01
-2.6719681819e-04 7.6436946047e-05 -1.8252138400e+01 2.1908177979e+01 -1.5468252369e+01 3.8002664234e+01 5.0806530407e+00 -3.8801043810e+01 5.0806530407e+00 3.8801043810e+01
-2.6967764992e-04 7.5354260873e-05 -1.8559859102e+01 2.2101925125e+01 -1.4945754180e+01 3.8382401272e+01 5.4072830657e+00 -3.8912896348e+01 5.4072830657e+00 3.8912896348e+01
-2.7215348851e-04 7.4262056345e-05 -1.8865801582e+01 2.2297019738e+01 -1.4402998966e+01 3.8779214508e+01 5.7547896608e+00 -3.9023590209e+01 5.7547896608e+00 3.9023590209e+01
-2.7462448140e-04 7.3160999615e-05 -1.9182455434e+01 2.2492101284e+01 -1.3846651425e+01 3.9194141291e+01 6.1141945956e+00 -3.9143301454e+01 6.1141945955e+00 3.9143301454e+01
-2.7709076016e-04 7.2051908349e-05 -1.9456118006e+01 2.2703967659e+01 -1.3264230553e+01 3.9655783238e+01 6.5351028480e+00 -3.9255451407e+01 6.5351028480e+00 3.9255451407e+01
-2.7955285543e-04 7.0935652997e-05 -1.9720466724e+01 2.2913839406e+01 -1.2672413367e+01 4.0134725136e+01 6.9753543156e+00 -3.9368234407e+01 6.9753543156e+00 3.9368234407e+01
-2.8201104678e-04 6.9813471986e-05 -1.9961260917e+01 2.3152888402e+01 -1.2047356824e+01 4.0646970189e+01 7.4632303101e+00 -3.9471848051e+01 7.4632303101e+00 3.9471848051e+01
-2.8446600866e-04 6.8686688030e-05 -2.0168452638e+01 2.3410275110e+01 -1.1402150829e+01 4.1204994414e+01 8.0044128833e+00 -3.9575016350e+01 8.0044128833e+00 3.9575016350e+01
-2.8691850202e-04 6.7556881640e-05 -2.0319170999e+01 2.3697375228e+01 -1.0734131393e+01 4.1818798160e+01 8.6174431791e+00 -3.9670745571e+01 8.6174431791e+00 3.9670745571e+01
-2.8936954014e-04 6.6425999297e-05 -2.0384476572e+01 2.4025139160e+01 -1.0042078888e+01 4.2497782250e+01 9.3228282917e+00 -3.9749383752e+01 9.3228282917e+00 3.9749383752e+01
-2.9182039385e-04 6.5296403245e-05 -2.0361626351e+01 2.4406168772e+01 -9.3218098162e+00 4.3249559840e+01 1.0128426932e+01 -3.9811863100e+01 1.0128426932e+01 3.9811863100e+01
-2.9427272362e-04 6.4170943809e-05 -2.0194901582e+01 2.4852922990e+01 -8.5778706519e+00 4.4091241434e+01 1.1069703994e+01 -3.9842476228e+01 1.1069703994e+01 3.9842476228e+01
-2.9672846203e-04 6.3053121902e-05 -1.9839680590e+01 2.5368325031e+01 -7.8249577848e+00 4.5051499588e+01 1.2178176227e+01 -3.9842814602e+01 1.2178176227e+01 3.9842814602e+01
-2.9919006851e-04 6.1947518437e-05 -1.9289317975e+01 2.6043747595e+01 -7.0275878622e+00 4.6147932883e+01 1.3485068554e+01 -3.9801974391e+01 1.3485068554e+01 3.9801974391e+01
-3.0166128982e-04 6.0859723751e-05 -1.8344483013e+01 2.6808900968e+01 -6.2336859914e+00 4.7368104108e+01 1.5058903156e+01 -3.9637072160e+01 1.5058903156e+01 3.9637072160e+01
-3.0414551567e-04 5.9797254375e-05 -1.7067026348e+01 2.7735454475e+01 -5.4840129116e+00 4.8814122174e+01 1.6907326948e+01 -3.9458366207e+01 1.6907326948e+01 3.9458366207e+01
-3.0664839515e-04 5.8770353087e-05 -1.5114648238e+01 2.8942215264e+01 -4.7391936845e+00 5.0540760991e+01 1.9252801002e+01 -3.9106642924e+01 1.9252801002e+01 3.9106642924e+01
-3.0917638771e-04 5.7793690345e-05 -1.2067625561e+01 3.0351486518e+01 -4.0626303531e+00 5.2680844576e+01 2.2350171840e+01 -3.8480427754e+01 2.2350171840e+01 3.8480427754e+01
-3.1173757484e-04 5.6890242544e-05 -8.8814416215e+00 3.2083416693e+01 -4.1707651429e+00 5.4818366601e+01 2.5123295332e+01 -3.8175502096e+01 2.5123295332e+01 3.8175502096e+01
-3.1434314626e-04 5.6100660337e-05 -4.3296758838e-01 3.6021406342e+01 -5.1985533594e+00 6.0715848839e+01 3.2238551198e+01 -3.7870072145e+01 3.2238551198e+01 3.7870072145e+01
-3.1699941733e-04 5.5552269877e-05 2.2410544125e+01 3.6304362238e+01 -7.7434180839e+00 6.7864949922e+01 4.6515410126e+01 -3.1848284086e+01 4.6515410126e+01 3.1848284085e+01
-3.1996711871e-04 5.5387732760e-05 3.7264071557e+01 2.2993024711e+01 -4.6118604053e+00 5.5568857028e+01 4.8408800139e+01 -1.5756588988e+01 4.8408800139e+01 1.5756588988e+01
-3.2514390853e-04 5.4585289493e-05 4.1026739449e+01 2.7314372779e+01 9.7203464042e-01 5.8811614961e+01 5.4954288774e+01 -1.2955514684e+01 5.4954288774e+01 1.2955514680e+01
-3.3064425374e-04 5.2503903515e-05 4.7839294620e+01 3.8803095023e+01 1.2734514298e+01 7.3605322736e+01 7.2782957355e+01 -1.2209148436e+01 7.2782957355e+01 1.2209148461e+01
-3.3606183407e-04 4.9892486309e-05 4.6456720188e+01 4.1312233680e+01 1.6715969646e+01 7.6056011327e+01 7.5497303530e+01 -1.2324613696e+01 7.5497303530e+01 1.2324613569e+01
-3.4144135295e-04 4.6920649966e-05 4.8043621493e+01 4.5315677668e+01 2.2135169066e+01 8.1596439936e+01 8.2199121842e+01 -1.2020331283e+01 8.2199121842e+01 1.2020331730e+01
-3.4680921151e-04 4.3645956212e-05 5.0418846459e+01 4.9416192232e+01 2.7527875737e+01 8.7834744815e+01 8.9684774661e+01 -1.1738052465e+01 8.9684774661e+01 1.1738052500e+01
-3.5218589543e-04 4.0092028528e-05 5.3865632268e+01 5.4208126987e+01 3.3626088657e+01 9.5479238606e+01 9.8870824574e+01 -1.1379103649e+01 9.8870824574e+01 1.1379093844e+01
-3.5758940812e-04 3.6264753136e-05 5.8431823163e+01 5.9994381697e+01 4.0815065539e+01 1.0498180117e+02 1.1023471552e+02 -1.0987826817e+01 1.1023471552e+02 1.0987913772e+01
-3.6304009093e-04 3.2155640849e-05 6.4361094038e+01 6.7073933315e+01 4.9436182088e+01 1.1683578323e+02 1.2435380896e+02 -1.0556532838e+01 1.2435380896e+02 1.0556080420e+01
-3.6855236975e-04 2.7747852223e-05 7.2059782074e+01 7.6166291420e+01 6.0430807923e+01 1.3226394541e+02 1.4260791949e+02 -1.0117329490e+01 1.4260791949e+02 1.0121370548e+01
-3.7415121014e-04 2.3010092404e-05 8.2786800918e+01 8.8643862586e+01 7.5212612802e+01 1.5354954236e+02 1.6765157647e+02 -9.6521627535e+00 1.6765157647e+02 9.6358581207e+00
-3.7987223451e-04 1.7899866337e-05 9.8465779679e+01 1.0628432451e+02 9.5830921286e+01 1.8393640214e+02 2.0334408177e+02 -9.0473808082e+00 2.0334408177e+02 9.0822715770e+00
